Sideburns,0.010971504083955086
Black_Hair,0.012295027511988924
Wavy_Hair,0.007830360061266417
Heavy_Makeup,0.011162851897425052
Blond_Hair,0.018225786284545936
Attractive,0.016129716839799108
5_o_Clock_Shadow,0.001951821056478592
Wearing_Necktie,0.08076783829837529
Blurry,0.008832267745302408
Double_Chin,0.028297308669875367
Brown_Hair,0.0008966006388076153
Mouth_Slightly_Open,0.010565015332759293
Goatee,0.025209566904663985
Bald,0.0017913875549905312
Pointy_Nose,0.01684309110091363
Gray_Hair,0.1204958443334854
Pale_Skin,0.026644102593815777
Arched_Eyebrows,0.03230296665181212
Wearing_Hat,0.12037382507723329
Receding_Hairline,0.014552767664359305
Rosy_Cheeks	,0.005129607196988378
Straight_Hair,0.02347635235179099
Big_Nose,8.570129630847134e-06
image_id,0.6928343980198257
Bangs,0.0019620766175187376
Male,0.00023038616237036624
Mustache,0.0027382227582582463
High_Cheekbones,0.08002722621696143
No_Beard,0.01910357608957572
Eyeglasses,0.011254232635589119
Oval_Face,0.0038338773919675342
Bags_Under_Eyes,0.013192079399180203
Wearing_Necklace,0.01278435837836426
Wearing_Lipstick,0.0023806504496339254
Big_Lips,0.03952447763924544
Narrow_Eyes,0.019991577248072462
Chubby,0.026556800679972636
Smiling,0.0008648281747744568
Bushy_Eyebrows,0.03444806901031697
Wearing_Earrings,0.010174861651421417
